city,lat_lngs,lat,long,temp,max_temp,humidity,wind_speed,clouds
pokhara,"(30.232614135090543, 84.39334273291149)",30.232614135090543,84.39334273291149,54.8,54.8,21,6.08,0
xai-xai,"(-26.036647670360367, 34.08788028474112)",-26.036647670360367,34.08788028474112,70.64,70.64,85,4.94,2
cremona,"(45.14629218783847, 10.199611662856142)",45.14629218783847,10.199611662856142,59.76,62.01,58,2.24,0
bambous virieux,"(-28.207303448062596, 77.69473152402975)",-28.207303448062596,77.69473152402975,76.73,78.8,78,6.93,40
nuuk,"(64.00358309434111, -52.10885645738318)",64.00358309434111,-52.10885645738318,48.09,48.2,66,9.17,20
solnechnyy,"(58.75581831857943, 136.2005571301841)",58.75581831857943,136.2005571301841,34.43,34.43,79,2.84,0
panjab,"(34.116395367604454, 66.18622940066129)",34.116395367604454,66.18622940066129,41.81,41.81,36,5.26,80
kushima,"(27.73994308085919, 134.6903503837283)",27.73994308085919,134.6903503837283,51.01,51.01,55,3.67,100
bandarbeyla,"(9.186399090117675, 55.782771374685524)",9.186399090117675,55.782771374685524,81.05,81.05,72,8.79,11
viedma,"(-42.38339485002052, -62.888089051967796)",-42.38339485002052,-62.888089051967796,60.17,60.17,44,9.73,100
meadville,"(41.85267752610551, -80.26500743099575)",41.85267752610551,-80.26500743099575,56.64,70,62,8.05,20
palwal,"(28.285899465078472, 77.39620780195838)",28.285899465078472,77.39620780195838,92.64,95,24,8.41,0
oksfjord,"(71.58647474365512, 21.722625183866654)",71.58647474365512,21.722625183866654,43.86,46.4,45,9.17,40
kamenka,"(68.82298368618336, 44.86835856003049)",68.82298368618336,44.86835856003049,62.01,62.01,72,3.98,0
xining,"(32.91988901351566, 97.96738848448223)",32.91988901351566,97.96738848448223,33.53,33.53,84,3.36,50
dandong,"(39.47561452550693, 125.43300268293922)",39.47561452550693,125.43300268293922,50.09,50.09,56,4.74,0
high level,"(58.375306738095304, -117.18155884000056)",58.375306738095304,-117.18155884000056,82.56,86,65,9.17,40
mbandaka,"(0.5871205742289902, 18.94279201476445)",0.5871205742289902,18.94279201476445,75.47,75.47,83,3.13,100
cernavoda,"(44.373514234133864, 28.000025844640646)",44.373514234133864,28.000025844640646,49.42,51.8,93,8.05,75
harlingen,"(53.9842625887693, 4.971398391183271)",53.9842625887693,4.971398391183271,88.34,91.4,58,13.87,75
iranshahr,"(26.872476827923947, 59.02840226719891)",26.872476827923947,59.02840226719891,86,86,30,11.41,40
hammerfest,"(74.28676110326964, 21.82205845905827)",74.28676110326964,21.82205845905827,43.34,46.4,64,12.75,0
raiwind,"(31.264854417778466, 74.21869876467693)",31.264854417778466,74.21869876467693,84.2,84.2,35,7.65,0
broome,"(-14.604108774270827, 122.67235863449918)",-14.604108774270827,122.67235863449918,51.19,53.6,87,6.93,0
pembroke,"(45.83416469077508, -76.85680642293389)",45.83416469077508,-76.85680642293389,49.15,50,57,9.17,90
makakilo city,"(13.266573522770017, -162.61926327373538)",13.266573522770017,-162.61926327373538,75.96,78.8,61,4.7,75
greenfield,"(36.221782364131926, -121.37424410918513)",36.221782364131926,-121.37424410918513,68.32,75.2,43,6.93,75
puerto rondon,"(6.180928369399254, -70.76237890625804)",6.180928369399254,-70.76237890625804,79,79,85,5.99,71
bure,"(11.377197927953574, 36.115583929678394)",11.377197927953574,36.115583929678394,93.47,93.47,25,7.11,100
ovalle,"(-30.372989883723662, -71.00283908987538)",-30.372989883723662,-71.00283908987538,63.77,63.77,61,10.38,15
campeche,"(20.28866352095865, -90.73203104851132)",20.28866352095865,-90.73203104851132,95,95,41,11.41,20
kavaratti,"(11.319447788164354, 71.35715590816466)",11.319447788164354,71.35715590816466,84.11,84.11,61,9.62,0
puerto suarez,"(-19.656450983373702, -58.177357247883066)",-19.656450983373702,-58.177357247883066,79,79,85,5.99,71
bonfim,"(1.4103127993907947, -57.58357021993393)",1.4103127993907947,-57.58357021993393,84.72,86,35,6.93,20
richards bay,"(-28.87885118083907, 36.14759768970316)",-28.87885118083907,36.14759768970316,53.44,57,32,6.4,1
altea,"(38.53634200181196, 0.1203257434584657)",38.53634200181196,0.1203257434584657,66.65,71.01,82,3.36,20
penzance,"(48.56490657124988, -7.710100404478084)",48.56490657124988,-7.710100404478084,50.38,53.01,93,13.87,90
kloulklubed,"(5.346365421897417, 133.61765230527988)",5.346365421897417,133.61765230527988,83.39,83.39,79,16.96,100
ippy,"(5.855855600624054, 21.151078729668626)",5.855855600624054,21.151078729668626,74.75,74.75,89,2.13,100
ludvika,"(61.302333683314146, 13.887536522133644)",61.302333683314146,13.887536522133644,39.22,41,91,11.41,8
gwanda,"(-21.47640715450723, 29.344776623792654)",-21.47640715450723,29.344776623792654,62.15,62.15,64,6.35,0
gat,"(22.496440526361496, 12.405894154699325)",22.496440526361496,12.405894154699325,77,77,61,20.8,0
mogapi,"(-22.692291427027627, 28.147919138080283)",-22.692291427027627,28.147919138080283,73.4,73.4,53,11.5,0
muravlenko,"(64.59146311092809, 74.1807318853426)",64.59146311092809,74.1807318853426,26.69,26.69,89,7.61,0
weiser,"(44.92067923723232, -117.10506837368115)",44.92067923723232,-117.10506837368115,74.66,78.8,19,13.87,1
ocos,"(12.69854380647358, -94.01797362465824)",12.69854380647358,-94.01797362465824,96.8,96.8,47,6.93,40
bijar,"(35.82117514968341, 48.222449020464126)",35.82117514968341,48.222449020464126,55.13,55.13,52,5.73,12
vercheres,"(45.80553407475722, -73.462409503187)",45.80553407475722,-73.462409503187,62.49,66,44,9.17,90
north platte,"(41.562418577125214, -101.75661167267226)",41.562418577125214,-101.75661167267226,80.73,82.99,44,3.36,40
brandon,"(32.02025300264013, -89.91648691010289)",32.02025300264013,-89.91648691010289,58.28,63,44,9.17,40
necochea,"(-42.01815085863885, -57.787952743689345)",-42.01815085863885,-57.787952743689345,64.99,64.99,27,3,98
marion,"(42.00775684227901, -91.1350081393878)",42.00775684227901,-91.1350081393878,84.52,87.01,48,8.05,1
bulgan,"(49.265171457939516, 103.1970409075816)",49.265171457939516,103.1970409075816,40.19,40.19,55,4.23,0
frontera,"(18.750596944543503, -92.49514655230377)",18.750596944543503,-92.49514655230377,96.8,96.8,47,16.08,5
novyy buyan,"(53.835524798463325, 50.04818244092107)",53.835524798463325,50.04818244092107,63.99,68,42,4.47,0
lima,"(-19.055926812800976, -89.09289646950515)",-19.055926812800976,-89.09289646950515,70.54,71.6,73,12.75,90
san ramon,"(-12.912386042448261, -63.58807221443986)",-12.912386042448261,-63.58807221443986,104.09,104.09,8,8.37,11
bandarawela,"(6.845878115267752, 80.91305685595654)",6.845878115267752,80.91305685595654,80.6,80.6,100,5.82,0
yukhnov,"(54.59079156965615, 35.26250669204779)",54.59079156965615,35.26250669204779,55.31,55.31,95,3.87,83
jaguaribe,"(-6.144626289325487, -38.62975730193887)",-6.144626289325487,-38.62975730193887,77.63,77.63,72,3.78,100
ngunguru,"(-35.334774616690936, 175.88876883974973)",-35.334774616690936,175.88876883974973,55,55,93,13.6,86
campos sales,"(-7.182445114567017, -40.416966883817906)",-7.182445114567017,-40.416966883817906,59.7,62.01,93,14.99,75
carndonagh,"(56.490452648896024, -7.671780470711042)",56.490452648896024,-7.671780470711042,48.2,48.2,81,5.82,75
lahij,"(13.305994588444037, 44.9266015861148)",13.305994588444037,44.9266015861148,83.03,83.03,48,6.4,0
itarantim,"(-15.765951257749137, -40.351843433525914)",-15.765951257749137,-40.351843433525914,72.41,72.41,73,3.36,0
nhamunda,"(-1.473131130068083, -57.48530383890825)",-1.473131130068083,-57.48530383890825,86.45,86.45,69,1.36,75
pontes e lacerda,"(-14.265227460679299, -58.6102996179327)",-14.265227460679299,-58.6102996179327,79.79,79.79,63,3.38,28
ola,"(58.06673270145731, 152.38391598739707)",58.06673270145731,152.38391598739707,35.51,35.51,78,2.98,85
gaoua,"(10.215931258822906, -2.9795950654048795)",10.215931258822906,-2.9795950654048795,94.19,94.19,43,4.9,69
kochevo,"(59.81515860985513, 53.79152764212003)",59.81515860985513,53.79152764212003,49.06,50,57,20.8,90
stutterheim,"(-32.54585804327641, 27.804308829629406)",-32.54585804327641,27.804308829629406,60.8,60.8,100,7.78,0
abu dhabi,"(23.78629607873077, 55.642863765051345)",23.78629607873077,55.642863765051345,58.91,58.91,49,8.46,47
pinega,"(64.54305674011994, 43.95412982050405)",64.54305674011994,43.95412982050405,44.69,44.69,86,9.73,16
matara,"(2.8974367572818807, 80.73908031682913)",2.8974367572818807,80.73908031682913,57.2,57.2,50,9.8,40
sangar,"(63.173301693727296, 127.57749375220993)",63.173301693727296,127.57749375220993,32.63,32.63,84,7.65,99
belaya gora,"(68.46120304549675, 144.9000764965428)",68.46120304549675,144.9000764965428,57.83,57.83,93,2.77,100
pochutla,"(9.909709812805048, -95.90387157771463)",9.909709812805048,-95.90387157771463,90.1,93,49,13.87,40
cairns,"(-16.288422860297842, 146.44754346185408)",-16.288422860297842,146.44754346185408,63.21,66.2,88,9.17,0
manacapuru,"(-2.1978602497156317, -60.92263891736445)",-2.1978602497156317,-60.92263891736445,87.8,87.8,70,4.7,40
townsville,"(-18.955512914854822, 146.6250005067888)",-18.955512914854822,146.6250005067888,60.73,62.01,100,3.27,0
aktau,"(43.9291028011441, 50.76536424590327)",43.9291028011441,50.76536424590327,66.2,66.2,45,6.71,0
caibarien,"(23.648671634347167, -79.18063103036877)",23.648671634347167,-79.18063103036877,89.6,89.6,46,13.87,75
alyangula,"(-17.038146044865428, 137.3974608342391)",-17.038146044865428,137.3974608342391,68,68,88,4.7,74
rio grande,"(-38.79984269841681, -43.818477152006466)",-38.79984269841681,-43.818477152006466,54.61,57.2,50,6.93,1
ogulin,"(45.25221068876115, 15.351590963767222)",45.25221068876115,15.351590963767222,49.68,53.6,58,5.82,0
honningsvag,"(76.93536532969568, 25.423110878886746)",76.93536532969568,25.423110878886746,39.11,41,75,2.24,0
tessalit,"(20.03445103204203, 1.2801269825016561)",20.03445103204203,1.2801269825016561,90.41,90.41,6,8.72,0
yulara,"(-26.06777086105825, 123.98915295104575)",-26.06777086105825,123.98915295104575,51.8,51.8,57,5.82,0
kobayashi,"(31.913811959489806, 130.83509093219413)",31.913811959489806,130.83509093219413,51.01,51.01,55,2.44,99
yining,"(44.2552918420472, 83.07957696382681)",44.2552918420472,83.07957696382681,52.79,52.79,73,1.77,27
mayskiy,"(47.79505328424514, 139.675239036076)",47.79505328424514,139.675239036076,57.02,57.2,93,6.46,99
faya,"(22.674252895989994, 17.888184283817367)",22.674252895989994,17.888184283817367,70.72,71.6,68,3.36,0
luoyang,"(34.6372012197553, 112.6683097719947)",34.6372012197553,112.6683097719947,50.27,50.27,67,2.93,74
davila,"(19.153480396014942, 117.717401572256)",19.153480396014942,117.717401572256,78.8,78.8,94,2.24,75
dvinskoy,"(62.020660770297496, 45.11427304686194)",62.020660770297496,45.11427304686194,51.53,51.53,93,7.34,1
palencia,"(42.46680378969725, -4.929626599120496)",42.46680378969725,-4.929626599120496,59.18,61,82,12.75,75
saryg-sep,"(51.502997984996426, 95.99865231225692)",51.502997984996426,95.99865231225692,43.61,43.61,52,2.95,0
sao jeronimo,"(-29.966032587723873, -51.73237986009164)",-29.966032587723873,-51.73237986009164,91.88,91.88,19,17.72,1
ayan,"(56.75561511525183, 140.54733964084988)",56.75561511525183,140.54733964084988,42.53,42.53,94,6.62,82
suntar,"(59.84754514567274, 117.48155879797719)",59.84754514567274,117.48155879797719,29.39,29.39,86,3.96,0
beloha,"(-31.273273401092126, 40.206986206221416)",-31.273273401092126,40.206986206221416,70.25,70.25,76,14.99,67
itoman,"(23.064818285748615, 128.97855260340924)",23.064818285748615,128.97855260340924,69.12,71.6,73,6.93,75
imeni zhelyabova,"(59.89316174759651, 36.4644330174543)",59.89316174759651,36.4644330174543,39.63,39.99,91,5.01,96
tautira,"(-15.026459386779038, -144.0306168998811)",-15.026459386779038,-144.0306168998811,86,86,70,11.41,20
nelson bay,"(-35.9200148150699, 158.65643793908276)",-35.9200148150699,158.65643793908276,65.03,65.03,22,4.68,40
crestview,"(30.695344031032192, -86.8543996763603)",30.695344031032192,-86.8543996763603,87.22,91.99,33,9.17,1
togur,"(58.82446385375516, 82.51862997123379)",58.82446385375516,82.51862997123379,51.89,51.89,91,8.81,99
port keats,"(-13.601421024077112, 129.59912624113645)",-13.601421024077112,129.59912624113645,56.84,62.6,54,3.36,0
guarda,"(40.473244193702186, -6.937868539138094)",40.473244193702186,-6.937868539138094,59,59,83,10,100
san jeronimo,"(14.529844922475363, -101.78373919086498)",14.529844922475363,-101.78373919086498,104.09,104.09,8,8.37,11
puerto cortes,"(16.248262825940074, -88.26163535035589)",16.248262825940074,-88.26163535035589,78.01,78.01,86,5.99,71
yerbogachen,"(63.5580122430419, 104.74793959211598)",63.5580122430419,104.74793959211598,29.93,29.93,81,4.29,92
bonavista,"(50.98633707158123, -49.129729043873624)",50.98633707158123,-49.129729043873624,41,41,82,15.01,93
kondinskoye,"(60.26046826510316, 67.56073920223253)",60.26046826510316,67.56073920223253,50.27,50.27,81,15.05,64
nemuro,"(37.495758275796746, 149.15358870277868)",37.495758275796746,149.15358870277868,40.37,40.37,84,8.99,0
smolenka,"(52.09882208230982, 113.38010080906969)",52.09882208230982,113.38010080906969,35.33,35.33,83,4.7,0
troitsko-pechorsk,"(62.11623091851146, 55.68874196479197)",62.11623091851146,55.68874196479197,44.69,44.69,73,8.79,97
aljezur,"(35.34489723068256, -12.31079216917945)",35.34489723068256,-12.31079216917945,64.94,66.99,88,1.99,97
ahmadpur sial,"(30.5966863070402, 71.41676885995764)",30.5966863070402,71.41676885995764,93.29,93.29,20,15.1,4
nyuksenitsa,"(60.46521003768245, 44.064644689105734)",60.46521003768245,44.064644689105734,52.97,52.97,94,3.78,6
blois,"(47.79029348683554, 1.2814024788173128)",47.79029348683554,1.2814024788173128,56.37,59,62,3.36,100
nizhneudinsk,"(54.09912190009777, 98.1239210707173)",54.09912190009777,98.1239210707173,53.33,53.33,42,13.15,70
monterey,"(35.69610694516636, -122.383234813743)",35.69610694516636,-122.383234813743,60.89,66.99,72,8.05,75
vila do maio,"(13.408860780786341, -21.13976624988362)",13.408860780786341,-21.13976624988362,57.43,60.8,81,10.29,40
haines junction,"(55.64986981810381, -142.472037322202)",55.64986981810381,-142.472037322202,68.86,71.6,28,18.34,1
weinan,"(34.17937172979144, 109.87477456645456)",34.17937172979144,109.87477456645456,51.8,51.8,100,2.24,29
chikmagalur,"(13.380976599911762, 75.595239512918)",13.380976599911762,75.595239512918,71.69,71.69,94,5.19,94
fort collins,"(40.7553681559655, -104.98930149461927)",40.7553681559655,-104.98930149461927,47.61,51.01,81,4.7,77
carutapera,"(5.980724417228515, -42.43018469867906)",5.980724417228515,-42.43018469867906,80.15,80.15,81,5.01,100
oncesti,"(46.46667961694925, 27.203223548851156)",46.46667961694925,27.203223548851156,48.07,48.2,66,19.46,90
mocuba,"(-20.219976855926475, 40.163868383712014)",-20.219976855926475,40.163868383712014,63.23,63.23,95,2.48,0
yingcheng,"(24.229019238854747, 113.8298217600792)",24.229019238854747,113.8298217600792,60.8,60.8,72,4.47,0
waddan,"(28.78772789638157, 18.21659222851369)",28.78772789638157,18.21659222851369,77.99,77.99,17,8.95,0
constitucion,"(16.684426797465292, -122.32550097072328)",16.684426797465292,-122.32550097072328,78.67,80.01,7,5.82,5
bhuj,"(23.78520616094434, 69.712409013013)",23.78520616094434,69.712409013013,82.13,82.13,55,11.01,0
smithers,"(58.45656377892297, -127.32781562851889)",58.45656377892297,-127.32781562851889,53.6,53.6,54,9.17,75
peace river,"(57.16628052657154, -117.48451557140896)",57.16628052657154,-117.48451557140896,65.75,65.75,72,13.27,91
yertsevo,"(60.68200957249894, 40.076097217885405)",60.68200957249894,40.076097217885405,54.95,54.95,88,7.16,2
pontianak,"(-0.023225284514296618, 110.21828607803326)",-0.023225284514296618,110.21828607803326,84.29,84.29,78,7.96,23
port lincoln,"(-41.885376914104306, 133.65585143057484)",-41.885376914104306,133.65585143057484,56.84,62.6,54,3.36,0
port blair,"(13.941866726213647, 89.76145663780841)",13.941866726213647,89.76145663780841,56.84,62.6,54,3.36,0
ukiah,"(39.119916141034764, -123.22298969503326)",39.119916141034764,-123.22298969503326,62.69,70,63,6.8,1
lovington,"(33.0288514425213, -103.02989135836438)",33.0288514425213,-103.02989135836438,81.66,84,34,14.99,20
foumbot,"(5.316456579039624, 10.929855687204139)",5.316456579039624,10.929855687204139,67.19,67.19,88,3.89,99
isangel,"(-18.720313907685764, 171.39715769576713)",-18.720313907685764,171.39715769576713,79.79,79.79,84,20.69,9
shache,"(36.75433528976251, 80.04376843336343)",36.75433528976251,80.04376843336343,63.05,63.05,16,6.4,30
iquique,"(-20.919113255219102, -71.9161579032762)",-20.919113255219102,-71.9161579032762,69.8,69.8,68,16.11,0
black river,"(16.597414305315993, -80.0360621177525)",16.597414305315993,-80.0360621177525,87.66,89.01,35,4.7,1
cap malheureux,"(-12.341671082357081, 61.15146003492242)",-12.341671082357081,61.15146003492242,52.72,55.4,54,9.17,100
itambacuri,"(-18.20945859420607, -41.560549529834816)",-18.20945859420607,-41.560549529834816,75.29,75.29,71,4.65,2
saint-pierre,"(46.273085092113746, -57.29713058201578)",46.273085092113746,-57.29713058201578,52.36,55.4,58,9.17,0
fomboni,"(-13.225857460087681, 43.367869736211816)",-13.225857460087681,43.367869736211816,83.39,83.39,76,19.19,100
asasa,"(7.070257782091872, 39.12173315643179)",7.070257782091872,39.12173315643179,50.63,50.63,82,6.96,50
port hardy,"(49.30733023471538, -129.1400501949643)",49.30733023471538,-129.1400501949643,56.84,62.6,54,3.36,0
mecca,"(22.60080849710853, 43.33877652798665)",22.60080849710853,43.33877652798665,92.21,92.21,26,3.13,1
kupang,"(-12.30164454364811, 122.91514523346427)",-12.30164454364811,122.91514523346427,80.69,80.69,78,16.06,91
sabang,"(8.793860340929996, 95.14536289386274)",8.793860340929996,95.14536289386274,82.67,82.67,79,6.42,100
shawinigan,"(46.513790711653655, -72.58556890757787)",46.513790711653655,-72.58556890757787,59.29,60.8,38,9.17,20
antofagasta,"(-22.5395773562353, -77.06218551315429)",-22.5395773562353,-77.06218551315429,64.4,64.4,72,14.99,75
barcelona,"(8.199763722341487, 126.84574352129692)",8.199763722341487,126.84574352129692,60.21,63,87,4.7,90
markova,"(56.91488001991857, 106.69383870350435)",56.91488001991857,106.69383870350435,45.46,51.8,34,8.95,0
iguape,"(-25.569180930562155, -46.98092693039885)",-25.569180930562155,-46.98092693039885,70.25,70.25,88,4.43,66
miraflores,"(-0.8027797376475263, -71.71265227419315)",-0.8027797376475263,-71.71265227419315,61.97,61.97,91,3.47,89
djambala,"(-3.337072040784534, 14.687782787701167)",-3.337072040784534,14.687782787701167,74.39,74.39,84,5.26,92
thinadhoo,"(0.42554881117055743, 73.19280301368718)",0.42554881117055743,73.19280301368718,84.29,84.29,71,6.24,10
mackay,"(-19.21453358188218, 152.7017828801416)",-19.21453358188218,152.7017828801416,47.32,50,81,6.93,75
leh,"(35.00281307176162, 82.47360049472081)",35.00281307176162,82.47360049472081,18.95,18.95,54,3.83,98
severomuysk,"(56.340614136547515, 113.26536250059132)",56.340614136547515,113.26536250059132,14.09,14.09,97,3.62,50
pecos,"(31.000632780921876, -104.06561375199264)",31.000632780921876,-104.06561375199264,84.24,86,25,5.82,1
santa vitoria do palmar,"(-33.36033466447046, -52.65124358921284)",-33.36033466447046,-52.65124358921284,82.67,82.67,77,6.44,99
whitecourt,"(54.72304448287511, -115.91338474651347)",54.72304448287511,-115.91338474651347,44.6,44.6,81,6.93,75
melito di porto salvo,"(37.626532079828195, 16.063297133635217)",37.626532079828195,16.063297133635217,54.16,55.99,66,3,4
cockburn town,"(21.627016925105636, -70.10168273998512)",21.627016925105636,-70.10168273998512,50,50,71,11.41,0
sarkand,"(45.47431268743128, 80.13785712911096)",45.47431268743128,80.13785712911096,53.69,53.69,27,5.84,0
redlands,"(39.76170783588017, -109.41288396480903)",39.76170783588017,-109.41288396480903,61.21,70,63,8.66,90
lompoc,"(28.283224951093132, -128.23810307751387)",28.283224951093132,-128.23810307751387,63.97,69.01,67,11.41,90
lodwar,"(3.257661075037589, 36.88906522035421)",3.257661075037589,36.88906522035421,88.25,88.25,44,15.99,89
punta cardon,"(11.103162393003316, -70.45275550139192)",11.103162393003316,-70.45275550139192,79.43,79.43,83,1.79,90
kalmunai,"(8.127348427964321, 84.42346328517675)",8.127348427964321,84.42346328517675,77.09,77.09,88,2.59,80
ortakoy,"(38.99199068298975, 34.305663486376915)",38.99199068298975,34.305663486376915,59,59,44,18.34,20
menongue,"(-14.074279951587869, 19.48645412832454)",-14.074279951587869,19.48645412832454,65.39,65.39,60,6.51,17
dalbandin,"(29.332227682383945, 65.06495021489883)",29.332227682383945,65.06495021489883,84.65,84.65,12,8.72,14
