city,lat_lngs,lat,long,temp,max_temp,humidity,wind_speed,clouds
mount gambier,"(-53.670539607388456, 130.62950621837126)",-53.670539607388456,130.62950621837126,48.25,52,93,10.29,75
revda,"(68.10688586403256, 34.08739993957471)",68.10688586403256,34.08739993957471,31.94,31.94,76,9.64,83
urupes,"(-21.292641990317705, -49.520796678770836)",-21.292641990317705,-49.520796678770836,87.8,87.8,48,6.93,40
svetlogorsk,"(67.97069447533775, 90.53364958307776)",67.97069447533775,90.53364958307776,55.4,55.4,47,4.47,40
mys shmidta,"(82.17937670933429, -171.11459916281862)",82.17937670933429,-171.11459916281862,53.54,53.54,81,7.63,60
ati,"(13.787773702451418, 18.184263466368577)",13.787773702451418,18.184263466368577,104.12,104.12,5,8.57,51
huarmey,"(-16.95140251177598, -92.72662193751368)",-16.95140251177598,-92.72662193751368,67.58,67.58,90,14.94,92
guerrero negro,"(14.595108863299785, -130.0273712876621)",14.595108863299785,-130.0273712876621,68,68,82,6.93,90
souillac,"(-42.42273724055059, 68.27388717956288)",-42.42273724055059,68.27388717956288,59.22,63,59,4.7,96
salta,"(-25.516288171294462, -67.69985952493928)",-25.516288171294462,-67.69985952493928,68,68,72,11.41,75
namatanai,"(-2.9123657106732708, 151.97764497705163)",-2.9123657106732708,151.97764497705163,76.4,76.4,87,3.33,99
laguna,"(-37.77705869741291, -36.30523039594536)",-37.77705869741291,-36.30523039594536,84.2,84.2,26,3.36,40
kaohsiung,"(21.230908876578496, 118.76272537761417)",21.230908876578496,118.76272537761417,69.4,71.6,100,3.36,75
esperance,"(-33.25468728217984, 121.6128506438327)",-33.25468728217984,121.6128506438327,87.6,88,62,14.99,20
oranjemund,"(-29.05649668831564, 14.091279310035759)",-29.05649668831564,14.091279310035759,58.58,58.58,93,4.61,67
praia da vitoria,"(47.3234437181662, -21.100572243395533)",47.3234437181662,-21.100572243395533,84.56,86,35,6.93,20
pacific grove,"(25.76395747287482, -137.0910209138611)",25.76395747287482,-137.0910209138611,65.86,71.01,43,5.82,1
biak,"(-0.31677994964015, 137.2531264483124)",-0.31677994964015,137.2531264483124,67.04,67.04,98,1.34,86
machakos,"(-1.5743111220582335, 37.21059956849729)",-1.5743111220582335,37.21059956849729,61.46,61.46,94,6.15,68
adrar,"(24.337360057750104, -0.08067285656008494)",24.337360057750104,-0.08067285656008494,95,95,9,5.82,0
oktyabrskiy,"(48.79252271335622, 118.46481045846178)",48.79252271335622,118.46481045846178,64.08,68,55,4.47,2
bilma,"(18.58460715594522, 15.633485479782394)",18.58460715594522,15.633485479782394,95.12,95.12,5,7.16,8
lata,"(-10.795250292993487, 167.41241980097885)",-10.795250292993487,167.41241980097885,26.54,26.54,63,10.8,21
olinda,"(-10.01221244613393, -26.079459451818053)",-10.01221244613393,-26.079459451818053,88.34,89.6,55,5.82,75
ranau,"(5.7377092728513475, 117.1214856052859)",5.7377092728513475,117.1214856052859,80.28,80.6,78,6.93,75
yarmouth,"(40.777945597128365, -66.78089546344839)",40.777945597128365,-66.78089546344839,52.77,54,62,9.17,0
sao jose da coroa grande,"(-13.131342839434751, -26.39430916492927)",-13.131342839434751,-26.39430916492927,91.88,91.88,19,17.72,1
jian,"(26.47589272379969, 114.86291562877392)",26.47589272379969,114.86291562877392,84.14,84.14,77,10,0
kangaatsiaq,"(69.9408552790915, -55.01124761357228)",69.9408552790915,-55.01124761357228,35.9,35.9,76,11.65,0
calama,"(-22.23695462193274, -69.45564038031556)",-22.23695462193274,-69.45564038031556,77,77,9,21.92,0
maningrida,"(-11.328490221947689, 133.0857263575578)",-11.328490221947689,133.0857263575578,75.14,75.14,80,11.36,100
lazaro cardenas,"(14.175156499970115, -103.86994289922004)",14.175156499970115,-103.86994289922004,79.39,82,32,8.05,75
mehamn,"(71.68635473256259, 27.671321264181756)",71.68635473256259,27.671321264181756,39.81,41,59,10.29,0
podosinovets,"(59.95122457794065, 47.067471755735426)",59.95122457794065,47.067471755735426,55.88,55.88,90,5.21,82
uni,"(57.609513392584375, 51.2262106203641)",57.609513392584375,51.2262106203641,56.6,56.6,92,7,77
aragarcas,"(-16.396725012069567, -52.59174927795861)",-16.396725012069567,-52.59174927795861,93.2,93.2,49,2.24,40
yinchuan,"(38.319084343707715, 107.31264219137148)",38.319084343707715,107.31264219137148,46,46,87,3,100
vagur,"(60.244734798349754, -6.924411539546924)",60.244734798349754,-6.924411539546924,39.86,39.86,65,15.03,99
hinton,"(53.52123948667875, -117.45360180896301)",53.52123948667875,-117.45360180896301,43.46,43.46,81,3.44,64
vanavara,"(59.95796964820133, 104.57214194136617)",59.95796964820133,104.57214194136617,37.16,37.16,83,3.69,100
puerto leguizamo,"(0.4307046918810329, -73.77580900071936)",0.4307046918810329,-73.77580900071936,79,79,85,5.99,84
gopalpur,"(18.87902861712938, 85.12266130670344)",18.87902861712938,85.12266130670344,86.66,86.66,38,6.85,0
sombrio,"(-28.80510590258028, -49.94848874768681)",-28.80510590258028,-49.94848874768681,63.44,63.44,75,4.03,89
vardo,"(76.63934971467131, 33.31166535236949)",76.63934971467131,33.31166535236949,79.7,82.99,34,8.05,1
grand gaube,"(-13.702471909730491, 65.53754927704321)",-13.702471909730491,65.53754927704321,52.59,55.4,57,3.36,0
buraydah,"(27.864943951669005, 44.161097681746185)",27.864943951669005,44.161097681746185,91.4,91.4,27,4.7,20
iqaluit,"(59.98083109257419, -69.4568378211876)",59.98083109257419,-69.4568378211876,33.37,33.8,100,3.36,90
wajir,"(1.6380397475066104, 39.104023652806944)",1.6380397475066104,39.104023652806944,87.8,87.8,55,12.75,5
gouyave,"(12.222482134017696, -62.51188427654611)",12.222482134017696,-62.51188427654611,84.2,84.2,74,20.8,20
prince albert,"(54.186878306200384, -105.78801086055176)",54.186878306200384,-105.78801086055176,53.83,54,23,13.87,1
kyzyl-suu,"(42.34453263547451, 77.50202660469654)",42.34453263547451,77.50202660469654,51.74,51.74,31,5.3,63
tezu,"(27.866108913990374, 96.78983626839994)",27.866108913990374,96.78983626839994,68.3,68.3,60,4.7,1
azanka,"(58.2959535192721, 64.85369915144983)",58.2959535192721,64.85369915144983,62.9,62.9,45,5.93,61
mount isa,"(-20.422486783739913, 137.3750206587289)",-20.422486783739913,137.3750206587289,48.25,52,93,10.29,75
egvekinot,"(62.73359690244945, -179.92888598397732)",62.73359690244945,-179.92888598397732,17.18,17.18,94,16.46,36
padang,"(-8.542664468754765, 88.77264237354734)",-8.542664468754765,88.77264237354734,83.78,83.78,73,7.65,1
cayenne,"(14.977050190658403, -41.617884406000485)",14.977050190658403,-41.617884406000485,86,86,70,16.11,91
samarai,"(-12.352267940938958, 153.77026996978697)",-12.352267940938958,153.77026996978697,72.62,72.62,97,4.07,16
clovis,"(37.3668393233188, -119.34840001117716)",37.3668393233188,-119.34840001117716,68.83,72,49,7.05,1
parana,"(-12.796075688864647, -48.141197295860536)",-12.796075688864647,-48.141197295860536,91.4,91.4,63,3.36,40
mahebourg,"(-37.30008037045091, 69.54625742549547)",-37.30008037045091,69.54625742549547,76.46,78.8,78,6.93,40
santa cruz,"(10.10775154278737, -86.30757458114134)",10.10775154278737,-86.30757458114134,82.52,82.52,80,8.68,100
kungalv,"(57.974025420046445, 11.524539387142312)",57.974025420046445,11.524539387142312,43.34,46,65,10.29,40
inirida,"(3.261530976830983, -68.16211796393137)",3.261530976830983,-68.16211796393137,80.54,80.54,91,2.64,98
hamilton,"(32.33500849075618, -67.77201564518265)",32.33500849075618,-67.77201564518265,73.72,73.99,60,13.87,75
gold coast,"(-27.6063070334261, 154.93726373513346)",-27.6063070334261,154.93726373513346,74.05,80.01,77,5.82,90
pandan,"(16.982280063795898, 127.11659707939424)",16.982280063795898,127.11659707939424,83.42,83.42,79,12.57,100
ginda,"(16.037681034903343, 39.291882491980914)",16.037681034903343,39.291882491980914,56.42,56.42,28,7.23,5
manjeshwar,"(12.515357840689532, 74.6197209525753)",12.515357840689532,74.6197209525753,82.4,82.4,78,3.36,40
bubaque,"(5.944589417072365, -22.570347218746946)",5.944589417072365,-22.570347218746946,80.54,80.54,75,15.9,16
caltzontzin,"(19.383891335093438, -101.96934444395244)",19.383891335093438,-101.96934444395244,78.35,78.8,22,11.41,40
tukan,"(54.02325036746157, 57.15478855303249)",54.02325036746157,57.15478855303249,56.6,56.6,84,5.03,5
huallanca,"(-9.94828332176266, -76.98246976685058)",-9.94828332176266,-76.98246976685058,57.5,57.5,42,14.99,30
mola di bari,"(41.38780727778533, 17.137146720546184)",41.38780727778533,17.137146720546184,42.56,42.56,98,1.79,67
soyo,"(-8.535094459290548, 9.190095779318654)",-8.535094459290548,9.190095779318654,80.9,80.9,87,8.57,42
acapulco,"(9.88541300389582, -103.27612077680196)",9.88541300389582,-103.27612077680196,86,86,66,9.17,5
hastings,"(50.67173185676904, 0.909795334099897)",50.67173185676904,0.909795334099897,47.42,47.42,92,2.1,87
westport,"(53.718936499181325, -10.874253071448038)",53.718936499181325,-10.874253071448038,48.27,50,75,8.05,75
decatur,"(40.06322414161218, -88.66989163976174)",40.06322414161218,-88.66989163976174,80.13,84,34,4.27,1
morant bay,"(16.255271895001314, -76.77799101799326)",16.255271895001314,-76.77799101799326,84.2,84.2,62,21.92,20
lorengau,"(7.969353214185702, 150.29973112479968)",7.969353214185702,150.29973112479968,78.56,78.56,90,6.78,87
itumbiara,"(-18.292524490834936, -49.394025908843076)",-18.292524490834936,-49.394025908843076,85.58,85.58,55,1.43,0
conakry,"(9.080906023721255, -14.320278578641734)",9.080906023721255,-14.320278578641734,84.2,84.2,74,11.41,20
talnakh,"(78.80254562116065, 91.70143942901007)",78.80254562116065,91.70143942901007,14,14,92,15.66,75
kitimat,"(53.61505555056874, -127.68188924918965)",53.61505555056874,-127.68188924918965,57.24,59,58,2.24,75
kohlu,"(30.096236290046974, 69.14667596481604)",30.096236290046974,69.14667596481604,82.52,82.52,8,5.17,0
kawalu,"(-14.140527777118635, 107.14350954714797)",-14.140527777118635,107.14350954714797,70.82,70.82,97,2.62,97
tyukhtet,"(57.4824580160936, 89.17847727421832)",57.4824580160936,89.17847727421832,55.7,55.7,45,7.99,88
luxor,"(25.670282444298337, 33.28649388138308)",25.670282444298337,33.28649388138308,87.8,87.8,23,4.7,0
auki,"(-6.335767429365347, 164.40412323457116)",-6.335767429365347,164.40412323457116,104.12,104.12,14,9.44,84
kimbe,"(-5.558579780539219, 151.36789186727293)",-5.558579780539219,151.36789186727293,74.24,74.24,92,4.16,83
aksarka,"(72.23934170708745, 67.8607078713641)",72.23934170708745,67.8607078713641,23.84,23.84,84,7.09,1
carauari,"(-4.681480302767255, -65.50326385038225)",-4.681480302767255,-65.50326385038225,93.5,93.5,50,2.71,71
mbini,"(1.6068202744225175, 9.625840980050953)",1.6068202744225175,9.625840980050953,80.9,80.9,82,4.63,100
manta,"(-0.8897004312488122, -82.21367091346728)",-0.8897004312488122,-82.21367091346728,46.34,46.34,67,4.38,91
poso,"(-1.6491841397953806, 120.66804495728394)",-1.6491841397953806,120.66804495728394,64.7,64.7,99,0.94,93
komsomolskiy,"(70.38614943634846, 172.86894284371868)",70.38614943634846,172.86894284371868,18.44,18.44,94,4.32,1
ancud,"(-42.45078930417174, -89.98926600098724)",-42.45078930417174,-89.98926600098724,57.2,57.2,76,5.82,20
mwandiga,"(-4.751217451336345, 29.881612455756255)",-4.751217451336345,29.881612455756255,76.76,76.76,74,8.39,99
sweetwater,"(32.54601713730061, -100.47137552947437)",32.54601713730061,-100.47137552947437,78.66,81,69,18.34,75
koidu,"(8.657938488371968, -10.742639770378617)",8.657938488371968,-10.742639770378617,87.2,87.2,62,3.18,88
santa isabel do rio negro,"(0.9064073364630616, -64.50119261261379)",0.9064073364630616,-64.50119261261379,82.52,82.52,80,8.68,100
mitsamiouli,"(-7.366790692847175, 44.146242515258876)",-7.366790692847175,44.146242515258876,82.4,82.4,78,8.05,75
poum,"(-19.25202934224677, 162.76482072257005)",-19.25202934224677,162.76482072257005,46.4,46.4,65,4.7,75
kodinsk,"(60.235598985064655, 99.68691437459972)",60.235598985064655,99.68691437459972,47.24,47.24,86,8.9,95
karolinka,"(49.255617685395265, 18.267007583188217)",49.255617685395265,18.267007583188217,43.97,48.2,70,3.36,20
fukue,"(32.07966236634587, 126.16586973699123)",32.07966236634587,126.16586973699123,48.79,54,61,11.41,20
praya,"(-9.70726015951989, 116.18493856592482)",-9.70726015951989,116.18493856592482,81.44,81.44,73,13.35,22
sidi bu zayd,"(34.50948232771624, 9.388103128010073)",34.50948232771624,9.388103128010073,83.96,83.96,55,4.94,74
alvorada,"(-12.360794345406063, -48.53756221428384)",-12.360794345406063,-48.53756221428384,71.13,72,56,9.17,20
buenos aires,"(7.671592100325881, -84.74092565597698)",7.671592100325881,-84.74092565597698,76.3,77,57,20.8,75
twante,"(16.798564926790576, 95.87843170431569)",16.798564926790576,95.87843170431569,84.2,84.2,74,8.05,40
itarema,"(2.406753070268053, -38.766870205028)",2.406753070268053,-38.766870205028,78.92,78.92,89,5.99,100
jalu,"(26.386273128337564, 24.556262031338946)",26.386273128337564,24.556262031338946,74.6,74.6,23,17.85,0
uyuni,"(-19.82700842608105, -66.96616277706465)",-19.82700842608105,-66.96616277706465,58.58,58.58,38,11.54,99
kodiak,"(51.95241708343514, -149.27380447552179)",51.95241708343514,-149.27380447552179,58.12,61,100,5.82,90
kendari,"(-3.900292262201546, 123.49970752196015)",-3.900292262201546,123.49970752196015,75.68,75.68,94,3.36,56
kieta,"(-5.709468027794827, 157.58203766050485)",-5.709468027794827,157.58203766050485,82.34,82.34,76,6.53,100
jabinyanah,"(34.74646500117851, 12.051714018650244)",34.74646500117851,12.051714018650244,62.6,62.6,67,8.05,20
zhigansk,"(67.56678151481432, 126.40409243619393)",67.56678151481432,126.40409243619393,28.52,28.52,96,1.81,100
belyy yar,"(57.856499467946435, 84.68498324870978)",57.856499467946435,84.68498324870978,45.44,45.44,93,9.55,100
luena,"(-13.29751488963079, 19.845290413252826)",-13.29751488963079,19.845290413252826,71.72,71.72,62,2.71,80
marawi,"(20.91442256048724, 27.046231964467466)",20.91442256048724,27.046231964467466,79,79,85,5.99,91
trinidad,"(5.581590579671797, -71.40638054330648)",5.581590579671797,-71.40638054330648,64.34,64.34,61,11.41,37
taunggyi,"(21.427296232440497, 97.37311708014983)",21.427296232440497,97.37311708014983,73.7,73.7,56,3.96,51
bereda,"(13.700341945720908, 50.378934653936795)",13.700341945720908,50.378934653936795,61.34,66,72,17.22,20
charlestown,"(40.148425392595726, -71.51383050779152)",40.148425392595726,-71.51383050779152,65.03,72,59,13.87,20
alofi,"(-20.848028031507823, -165.52594036420376)",-20.848028031507823,-165.52594036420376,75.2,75.2,78,8.05,13
nang rong,"(14.42159412773752, 102.9483266080494)",14.42159412773752,102.9483266080494,39.68,39.68,61,5.88,48
pueblo nuevo,"(23.064278812679362, -105.2117515996128)",23.064278812679362,-105.2117515996128,48.24,52,87,17.22,90
saint-louis,"(16.037675730132833, -17.53977261304553)",16.037675730132833,-17.53977261304553,52.57,57.99,62,4.7,0
kampot,"(9.928553982973511, 102.92891414145208)",9.928553982973511,102.92891414145208,83.21,86,74,6.93,40
atambua,"(-7.987120469513087, 125.29537927600893)",-7.987120469513087,125.29537927600893,81.98,81.98,72,14.74,100
canutama,"(-5.698946752303954, -65.30683951747822)",-5.698946752303954,-65.30683951747822,93.32,93.32,44,3.27,42
soloneshnoye,"(51.269270721110985, 84.12579707859902)",51.269270721110985,84.12579707859902,56.96,56.96,46,3.65,0
shitanjing,"(39.45181347455235, 104.52083566518598)",39.45181347455235,104.52083566518598,46,46,87,3,100
lasa,"(33.93538984761156, 92.08668239637086)",33.93538984761156,92.08668239637086,62.56,64.4,68,14.99,75
chapais,"(55.63704170436378, -72.12823105423173)",55.63704170436378,-72.12823105423173,32,32,63,8.05,90
chikwawa,"(-16.66098564581152, 34.45302282318906)",-16.66098564581152,34.45302282318906,67.22,67.22,75,3.87,5
san juan de la maguana,"(18.782520012681857, -71.09450698025978)",18.782520012681857,-71.09450698025978,109.7,109.7,8,13.11,7
ligayan,"(2.868376539295582, 119.60761491758774)",2.868376539295582,119.60761491758774,85.22,85.22,73,7.56,74
solenzo,"(12.140038198532451, -3.9363573332961153)",12.140038198532451,-3.9363573332961153,103.22,103.22,21,6.31,57
berlevag,"(76.24948915341577, 31.360238254618253)",76.24948915341577,31.360238254618253,37.4,37.4,44,4.7,0
fare,"(-8.803410418438546, -148.60008399114508)",-8.803410418438546,-148.60008399114508,82.52,82.52,71,6.82,74
ankang,"(32.45925707122075, 108.51293921502048)",32.45925707122075,108.51293921502048,43.82,43.82,86,2.84,94
monrovia,"(0.35937288746569607, -15.252015130955328)",0.35937288746569607,-15.252015130955328,80.6,80.6,88,5.82,75
mayo,"(64.2653646948782, -134.74952943261965)",64.2653646948782,-134.74952943261965,57.2,57.2,35,4.7,20
benjamin constant,"(-4.600308456054265, -70.59136482751666)",-4.600308456054265,-70.59136482751666,77,77,73,13,96
mogadishu,"(0.7142193774232481, 46.17224251882408)",0.7142193774232481,46.17224251882408,82.7,82.7,78,10.38,93
nauta,"(-3.9177343638887265, -74.14070270869604)",-3.9177343638887265,-74.14070270869604,91.88,91.88,47,3,38
kenai,"(63.133204222290914, -154.80868495676017)",63.133204222290914,-154.80868495676017,52.63,55.4,62,3.36,90
caravelas,"(-19.0637858971824, -28.511099914595007)",-19.0637858971824,-28.511099914595007,87.38,87.38,56,2.48,20
sur,"(18.271710229296104, 59.9254737717886)",18.271710229296104,59.9254737717886,88.82,88.82,37,14.83,0
shatrovo,"(56.54281995341586, 64.82052326425574)",56.54281995341586,64.82052326425574,39.02,44.6,70,14.99,90
moindou,"(-22.08578136561667, 165.44230192786227)",-22.08578136561667,165.44230192786227,71.6,71.6,94,6.2,90
sorland,"(73.01634918200219, 6.204801778283837)",73.01634918200219,6.204801778283837,44.6,44.6,75,12.75,0
vorobyevka,"(50.455168916228615, 41.108491046954754)",50.455168916228615,41.108491046954754,62.36,62.36,65,6.91,31
awjilah,"(24.155104337372848, 19.26166354863409)",24.155104337372848,19.26166354863409,73.34,73.34,27,17.83,0
gawler,"(-34.376113278873426, 137.8746929812438)",-34.376113278873426,137.8746929812438,52.57,57.2,54,16.11,20
gouloure,"(12.429014858600937, -2.0602744947109954)",12.429014858600937,-2.0602744947109954,100.4,100.4,31,2.24,55
aksha,"(49.38149992700161, 114.32713761014446)",49.38149992700161,114.32713761014446,38.96,38.96,46,6.2,25
san policarpo,"(12.362902097279246, 125.92842012248474)",12.362902097279246,125.92842012248474,109.7,109.7,8,13.11,7
poronaysk,"(50.30883611652476, 145.1902760822154)",50.30883611652476,145.1902760822154,37.88,37.88,94,2.28,100
colac,"(-39.22580883582919, 143.91341586032303)",-39.22580883582919,143.91341586032303,49.19,51.01,97,3,100
jiazi,"(20.93022392074046, 117.02508230272451)",20.93022392074046,117.02508230272451,78.8,78.8,94,8.95,90
marsabit,"(2.736759136104311, 38.43947453629849)",2.736759136104311,38.43947453629849,84.47,84.47,55,20.04,97
mouila,"(-2.2387310206438684, 10.530203563193794)",-2.2387310206438684,10.530203563193794,76.01,76.01,94,2.39,100
okulovka,"(58.56637822770551, 33.093243903994136)",58.56637822770551,33.093243903994136,42.53,42.53,91,6.6,100
buchanan,"(4.437920932516775, -10.993469579550606)",4.437920932516775,-10.993469579550606,80.6,80.6,88,5.82,75
shillong,"(25.364084694633178, 91.94718931764498)",25.364084694633178,91.94718931764498,75.2,75.2,88,5.82,75
aloleng,"(15.25971671933587, 116.24092581544477)",15.25971671933587,116.24092581544477,83.75,83.75,75,7.07,100
whitehorse,"(62.61156788952621, -133.48813082848227)",62.61156788952621,-133.48813082848227,50.79,52,53,12.75,75
ilulissat,"(75.2475932554475, -44.20426887111395)",75.2475932554475,-44.20426887111395,37.4,37.4,74,4.7,5
krasnyy chikoy,"(49.841235452864396, 109.26241043649122)",49.841235452864396,109.26241043649122,57,57,50,4.88,15
galveston,"(29.155288146464144, -94.73938476117947)",29.155288146464144,-94.73938476117947,67.89,75.99,77,13.87,20
morros,"(-10.235177453809314, -46.401152868515624)",-10.235177453809314,-46.401152868515624,82.4,82.4,83,13.87,75
nichinan,"(30.95986233633448, 132.22573086575233)",30.95986233633448,132.22573086575233,51.01,51.01,55,3.67,100
kaitangata,"(-55.561767519898616, 171.88566381468604)",-55.561767519898616,171.88566381468604,48,48,93,4,100
ghanzi,"(-21.554852710074712, 20.751083620607858)",-21.554852710074712,20.751083620607858,68.99,68.99,37,6.93,34
yamethin,"(20.45238539885996, 95.9449158936942)",20.45238539885996,95.9449158936942,84.83,84.83,45,8.72,54
baiyin,"(36.73376241454673, 104.08313854050493)",36.73376241454673,104.08313854050493,42.8,42.8,100,2.24,75
vila franca do campo,"(38.95719113981738, -20.175256890450754)",38.95719113981738,-20.175256890450754,57.88,61,81,10.29,40
tupanatinga,"(-8.701447942664089, -37.24524437657308)",-8.701447942664089,-37.24524437657308,76.91,76.91,54,6.73,100
okha,"(56.24728578275969, 142.8148566750191)",56.24728578275969,142.8148566750191,36.26,36.26,91,13.35,99
calbuco,"(-41.80092470215383, -73.2650817868225)",-41.80092470215383,-73.2650817868225,53.6,53.6,76,8.05,40
gushikawa,"(23.599225436501854, 133.13609499693712)",23.599225436501854,133.13609499693712,69.19,71.6,82,5.82,40
shingu,"(23.00188573800814, 139.40772961950137)",23.00188573800814,139.40772961950137,38.39,38.39,34,4.32,0
khandbari,"(30.288302213068306, 86.90854797913715)",30.288302213068306,86.90854797913715,51.53,51.53,36,5.35,0
estevan,"(49.1326551801715, -102.87118320726738)",49.1326551801715,-102.87118320726738,56.55,57.2,32,10.29,90
namibe,"(-13.784143269129217, 6.898446680682866)",-13.784143269129217,6.898446680682866,72.95,72.95,74,11.56,85
quedlinburg,"(51.86239744020665, 11.311705293482106)",51.86239744020665,11.311705293482106,47.23,50,67,6.08,87
yeppoon,"(-21.13803139637811, 152.52791259964704)",-21.13803139637811,152.52791259964704,60.8,60.8,87,2.24,0
marsa matruh,"(28.587390968329316, 27.183069903711896)",28.587390968329316,27.183069903711896,58.91,62.01,72,17.22,0
sawakin,"(19.30685067553715, 37.37230913598083)",19.30685067553715,37.37230913598083,79.79,79.79,50,3.8,0
adiake,"(5.1066083727168206, -2.9542363168140184)",5.1066083727168206,-2.9542363168140184,86,86,74,8.05,20
naftalan,"(40.42158720746832, 46.64811539760905)",40.42158720746832,46.64811539760905,71.6,71.6,46,9.17,75
pierre,"(43.07260277060212, -100.31517683630123)",43.07260277060212,-100.31517683630123,44.56,45,70,12.75,90
tiarei,"(-11.654062784308366, -146.6096786711039)",-11.654062784308366,-146.6096786711039,86,86,70,11.41,20
kindu,"(-2.1886139805939564, 26.630406593154305)",-2.1886139805939564,26.630406593154305,71.87,71.87,96,1.41,100
ribas do rio pardo,"(-20.075713636182115, -53.52075799397669)",-20.075713636182115,-53.52075799397669,59.68,62.01,93,14.99,75
sao filipe,"(12.333990360177552, -29.640800246582813)",12.333990360177552,-29.640800246582813,91.88,91.88,19,17.72,1
rovnoye,"(51.00848338944789, 46.21776307296804)",51.00848338944789,46.21776307296804,63.41,63.41,62,3.2,83
san andres,"(11.123026472522, -81.01218551393364)",11.123026472522,-81.01218551393364,104.09,104.09,8,8.37,11
kailua,"(29.100381749934314, -154.05630164125503)",29.100381749934314,-154.05630164125503,75.97,78.8,61,4.7,75
saint-lo,"(49.214318969003756, -1.058799896672582)",49.214318969003756,-1.058799896672582,52.97,55.4,50,12.75,100
georgiyevka,"(43.15240748412256, 74.54478322973841)",43.15240748412256,74.54478322973841,60.17,60.17,65,7.58,0
luganville,"(-14.811127474810348, 162.85564734723766)",-14.811127474810348,162.85564734723766,77,77,100,4.7,40
artyom,"(40.607725013045524, 52.199587109152446)",40.607725013045524,52.199587109152446,35.6,35.6,80,4.47,56
saurimo,"(-9.0545085692997, 19.04337185137078)",-9.0545085692997,19.04337185137078,71.87,71.87,67,4.7,31
vila,"(-17.91383131230144, 167.43945548090522)",-17.91383131230144,167.43945548090522,57.88,61,81,10.29,40
ust-kuyga,"(69.15946754267901, 134.83865972326947)",69.15946754267901,134.83865972326947,28.67,28.67,80,5.46,0
puerto madero,"(12.738488705659222, -94.72049920448258)",12.738488705659222,-94.72049920448258,79,79,85,5.99,71
virginia beach,"(35.22263190556164, -71.73172276154388)",35.22263190556164,-71.73172276154388,52.03,53.01,27,3.36,1
sept-iles,"(56.654167707572526, -66.87193788287244)",56.654167707572526,-66.87193788287244,40.12,41,93,5.82,90
saint-philippe,"(-61.56871204123466, 72.76847864549816)",-61.56871204123466,72.76847864549816,62.71,66,44,9.17,90
tual,"(-7.31730777242602, 132.91337051396022)",-7.31730777242602,132.91337051396022,83.03,83.03,78,14.47,100
dingle,"(50.89266431848739, -18.204172084566153)",50.89266431848739,-18.204172084566153,78.53,78.53,76,3,99
san luis,"(-34.327074205529286, -66.89405584075197)",-34.327074205529286,-66.89405584075197,109.7,109.7,8,13.11,7
dabakala,"(8.942860539941975, -4.383928063875288)",8.942860539941975,-4.383928063875288,84.11,84.11,71,6.89,69
slimnic,"(45.963839197077846, 24.194832294812244)",45.963839197077846,24.194832294812244,42.89,43,81,10.29,75
hambantota,"(1.5226465905251985, 83.63465857032975)",1.5226465905251985,83.63465857032975,80.6,80.6,100,5.82,0
jiangyou,"(32.754902815143296, 103.46411406940916)",32.754902815143296,103.46411406940916,44.15,44.15,98,2.3,78
arlit,"(19.248223820911363, 7.614799959972146)",19.248223820911363,7.614799959972146,95.99,95.99,9,10.87,5
srednekolymsk,"(68.81364701632185, 154.33544663706397)",68.81364701632185,154.33544663706397,33.71,33.71,91,12.66,67
polunochnoye,"(62.19784793372506, 60.82139370158117)",62.19784793372506,60.82139370158117,46.85,46.85,81,10.27,100
yaransk,"(57.439939999934325, 47.58707765351403)",57.439939999934325,47.58707765351403,56.39,56.39,84,3.42,7
pimentel,"(-11.284582013135662, -87.5045321200244)",-11.284582013135662,-87.5045321200244,78.17,78.17,88,3.38,87
hofn,"(65.21509811524436, -14.063706065905876)",65.21509811524436,-14.063706065905876,24.89,24.89,74,10.6,100
ulaangom,"(46.6984493558798, 93.1012389804838)",46.6984493558798,93.1012389804838,52.97,52.97,31,7.99,0
san vicente,"(18.67682600674965, 125.99459246277684)",18.67682600674965,125.99459246277684,104.09,104.09,8,8.37,11
nador,"(32.932823779250825, -1.52650826259881)",32.932823779250825,-1.52650826259881,71.6,71.6,37,6.93,0
nishihara,"(23.72781492190164, 131.36533859131913)",23.72781492190164,131.36533859131913,46.47,55.99,21,3.36,1
hualmay,"(-17.052135983692168, -87.68234503141228)",-17.052135983692168,-87.68234503141228,66.83,66.83,89,14.27,10
abashiri,"(44.480940216301065, 144.44941717916578)",44.480940216301065,144.44941717916578,36,36,87,5.01,0
spearfish,"(43.47730567875681, -104.35421719866164)",43.47730567875681,-104.35421719866164,39.56,42.01,100,17.22,90
seoul,"(34.53921474486161, 125.52102405401433)",34.53921474486161,125.52102405401433,45.93,50,75,3.36,1
konstantinovka,"(49.257395745296776, 127.09656200144099)",49.257395745296776,127.09656200144099,48,48,86,5.99,96
simao,"(24.1352194874476, 100.56192695609343)",24.1352194874476,100.56192695609343,64.85,64.85,51,1.41,31
kelso,"(46.34771037511132, -122.96773348044461)",46.34771037511132,-122.96773348044461,68.59,73,63,8.05,1
atasu,"(46.89475957648196, 70.20604481486689)",46.89475957648196,70.20604481486689,56.57,56.57,51,5.82,0
chenghai,"(23.673527927182903, 117.2153902413607)",23.673527927182903,117.2153902413607,66.2,66.2,82,2.24,90
verkh-suetka,"(53.43396885148965, 79.99996112769526)",53.43396885148965,79.99996112769526,60.17,60.17,37,3,71
